GOLD KORNFLEKS INTEGRALNI 5/1,REPRO 010,GOLD KORNFLEKS INTEGRALNI 5/1,130.00,REPRO 010,,jan.81
OVSENA KASA SA JABUKOM 260g-10/1#,REPRO 017,OVSENA KASA SA JABUKOM 260g-10/1#,245.00,REPRO 017,,3.00
OVSENA KASA SA COKOLADOM 260g-10/1#,REPRO 018,OVSENA KASA SA COKOLADOM 260g-10/1#,245.00,REPRO 018,,2.00
OVSENA KASA MALINA I VANILA 260g-10/1#,REPRO 021,OVSENA KASA MALINA I VANILA 260g-10/1#,245.00,REPRO 021,,2.00
PALENTA 5/1,RF 148,PALENTA 5/1,70.00,RF 148,,mar.47
KLIK KLAK 2Kg COKOLADA-AMORETI,RF 156,KLIK KLAK 2Kg COKOLADA-AMORETI,400.00,RF 156,,2.00
KOKOS BRASNO,RF01,KOKOS BRASNO,140.00,RF01,,mar.33
BADEM SIROVI,RF02,BADEM SIROVI,550.00,RF02,,apr.25
PRZENI (VAKUM) KIKIRIKI 2/1,RF04,PRZENI (VAKUM) KIKIRIKI 2/1,200.00,RF04,,jan.80
INTEGRALNE GRISINE 2/1,RF05,INTEGRALNE GRISINE 2/1,210.00,RF05,,3.maj
INTEGRALNE GRISINE LJUTE 2/1,RF06,INTEGRALNE GRISINE LJUTE 2/1,210.00,RF06,,jan.60
MEDENJAK 500g 16/1# DAKI,RF07,MEDENJAK 500g 16/1# DAKI,90.00,RF07,,2.00
SEMENKA BELA PECENA 5 kg,RF08,SEMENKA BELA PECENA 5 kg,360.00,RF08,,maj.37
KIKIRIKI PECENI 5/1,RF09,KIKIRIKI PECENI 5/1,190.00,RF09,,apr.25
SEME LANA RF,RF100,SEME LANA RF,110.00,RF100,,2.okt
COKO LESNIK 1.5KG  AMORETI,RF103,COKO LESNIK 1.5KG  AMORETI,370.00,RF103,,0.87
KIKIRIKI PECEN BLANSIRAN NESLAN 5/1,RF107,KIKIRIKI PECEN BLANSIRAN NESLAN 5/1,210.00,RF107,,apr.43
SUSAM,RF12,SUSAM,250.00,RF12,,maj.87
SOJA PECENA  - RULEX    5/1,RF13,SOJA PECENA  - RULEX    5/1,150.00,RF13,,mar.20
INTEG.RAZANO BRASNO 1kg 10/1,RF135,INTEG.RAZANO BRASNO 1kg 10/1,85.00,RF135,,9.00
INTEG.PSENICNO BRASNO 1kg 10/1,RF136,INTEG.PSENICNO BRASNO 1kg 10/1,58.00,RF136,,9.00
BADEM SIROVI-NONPAREL  22.68KG,RF137,BADEM SIROVI-NONPAREL  22.68KG,550.00,RF137,,-0.07
HELJDINO BRASNO 1/1 5/1#,RF145,HELJDINO BRASNO 1/1 5/1#,180.00,RF145,,0.00
SUVA SMOKVA 200gr 60/1#,RF146,SUVA SMOKVA 200gr 60/1#,63.00,RF146,,3.00
PIRINAC,RF15,PIRINAC,100.00,RF15,,4.00
AMORETI KAKAO TABLA ZA KOLACE 4kg#,RF156,AMORETI KAKAO TABLA ZA KOLACE 4kg#,190.00,RF156,,apr.67
BADEM PECENI 1/1,RF17,BADEM PECENI 1/1,680.00,RF17,,feb.65
LESNIK PECENI 1/1,RF18,LESNIK PECENI 1/1,920.00,RF18,,jan.94
INDIJSKI ORAH PRZENI VAKUM 2/1,RF19,INDIJSKI ORAH PRZENI VAKUM 2/1,860.00,RF19,,jan.42
ORAH JEZGO,RF21,ORAH JEZGO,520.00,RF21,,0.84
PISTACI,RF23,PISTACI,870.00,RF23,,0.02
KOKICAR,RF25,KOKICAR,70.00,RF25,,apr.94
LESNIK SIROVI,RF28,LESNIK SIROVI,770.00,RF28,,jan.89
PREZLA,RF36,PREZLA,60.00,RF36,,5.00
SUPSTITUT MLEKA U PRAHU,RF37,SUPSTITUT MLEKA U PRAHU,220.00,RF37,,4.okt
PIRINAC INTEGRALNI,RF38,PIRINAC INTEGRALNI,160.00,RF38,,4.00
PIRINAC VITAM.,RF39,PIRINAC VITAM.,160.00,RF39,,4.okt
PSENICA BELIJA,RF40,PSENICA BELIJA,70.00,RF40,,apr.90
GRIZ PSENICNI,RF41,GRIZ PSENICNI,50.00,RF41,,mar.80
SUVA KAJSIJA 5/1,RF42,SUVA KAJSIJA 5/1,420.00,RF42,,maj.20
MAK,RF43,MAK,220.00,RF43,,7.maj
LEBLEBIJA,RF44,LEBLEBIJA,350.00,RF44,,mar.35
SLIKE ZA TORTU,RF45,SLIKE ZA TORTU,90.00,RF45,,19.00
SECER U PRAHU 1/1 JOKER,RF46,SECER U PRAHU 1/1 JOKER,90.00,RF46,,3.feb
SUNCOKRET OLJUSTEN PECENI SOP 5/1,RF48,SUNCOKRET OLJUSTEN PECENI SOP 5/1,220.00,RF48,,apr.70
GOLICA PECENA 3/1,RF52,GOLICA PECENA 3/1,750.00,RF52,,feb.43
GOLICA SIROVA 3/1,RF532,GOLICA SIROVA 3/1,700.00,RF532,,jan.30
BIBER ZRNO,RF55,BIBER ZRNO,440.00,RF55,,jan.84
LIMUNTUS,RF62,LIMUNTUS,120.00,RF62,,3.00
KIM,RF63,KIM,350.00,RF63,,0.97
CIMET,RF64,CIMET,190.00,RF64,,1.okt
COKOLADNE MRVICE,RF65,COKOLADNE MRVICE,460.00,RF65,,0.80
KIKIRIKI PECENI NESLANI 5/1,RF69,KIKIRIKI PECENI NESLANI 5/1,210.00,RF69,,mar.29
KUKURUZNO BELO BRASNO 5/1,RF71,KUKURUZNO BELO BRASNO 5/1,70.00,RF71,,apr.49
SOCIVO,RF72,SOCIVO,160.00,RF72,,jan.90
KOKOS PUSLICA 3KG   - AMORETI,RF75,KOKOS PUSLICA 3KG   - AMORETI,220.00,RF75,,feb.40
RUM STANGLICE 2.5kg   -  AMORETI,RF76,RUM STANGLICE 2.5kg   -  AMORETI,340.00,RF76,,feb.44
PIRINAC -BALDO,RF77,PIRINAC -BALDO,140.00,RF77,,4.00
ZACIN 10/1-PRIRODA,RF81,ZACIN 10/1-PRIRODA,65.00,RF81,,jul.33
GRIZ KUKURUZNI    5/1,RF87,GRIZ KUKURUZNI    5/1,65.00,RF87,,apr.30
ZELATIN,RF88,ZELATIN,860.00,RF88,,jan.45
KUKURUZNO ZUTO BRASNO  5/1,RF94,KUKURUZNO ZUTO BRASNO  5/1,50.00,RF94,,0.99
KLICE PSENICNE SUSENE  5/1,RF96,KLICE PSENICNE SUSENE  5/1,170.00,RF96,,5.00
CILI      1/1,RF97,CILI      1/1,590.00,RF97,,1.00
KARI      1/1,RF98,KARI      1/1,340.00,RF98,,1.00
BELI LUK 1/1,RF99,BELI LUK 1/1,210.00,RF99,,1.00
TESTENINA SA POVRC.400g 10/1# BEZ HOLES,RIGATI 001,TESTENINA SA POVRC.400g 10/1# BEZ HOLES,75.00,RIGATI 001,,3.00
TESTENINA OD HELJDE 300g 10/1# (tockovi,RIGATI 002,TESTENINA OD HELJDE 300g 10/1# (tockovi,85.00,RIGATI 002,,2.00
TESTENINA INTEGRALNA-SPIRALA 400g 10/1#,RIGATI 003,TESTENINA INTEGRALNA-SPIRALA 400g 10/1#,65.00,RIGATI 003,,2.00
ZELE KRISKE LUBENICE 3/1,RINK 02,ZELE KRISKE LUBENICE 3/1,330.00,RINK 02,,3.00
ZELE KRISKE MIX 3/1,RINK 03,ZELE KRISKE MIX 3/1,330.00,RINK 03,,feb.62
ROLOVANI ZELE 3/1,RINK 04,ROLOVANI ZELE 3/1,380.00,RINK 04,,3.00
PAHULJE OVSENE   5 KG,RNF 010,PAHULJE OVSENE   5 KG,110.00,RNF 010,,jan.82
PAHULJE JECMENE      5 KG,RNF 011,PAHULJE JECMENE      5 KG,85.00,RNF 011,,mar.85
PAHULJE PSENICNE     5 KG,RNF 012,PAHULJE PSENICNE     5 KG,75.00,RNF 012,,mar.45
PAHULJE RAZANE       5 KG,RNF 013,PAHULJE RAZANE       5 KG,85.00,RNF 013,,mar.75
PSENICA CRVENA,RNF 015,PSENICA CRVENA,55.00,RNF 015,,5.00
BIBER BELI ZRNO,RNF 016,BIBER BELI ZRNO,620.00,RNF 016,,1.00
SUVO POVRCE 5/1,RNF 020,SUVO POVRCE 5/1,450.00,RNF 020,,apr.78
BIBER BELI MLEVENI,RNF 022,BIBER BELI MLEVENI,660.00,RNF 022,,1.00
ZUTI SECER      0.5 KG  20/1,RNF 025,ZUTI SECER      0.5 KG  20/1,130.00,RNF 025,,3.00
SUNCOKRET SIROV   5/1,RNF 026,SUNCOKRET SIROV   5/1,90.00,RNF 026,,5.00
DJUMBIR   1 KG,RNF 028,DJUMBIR   1 KG,470.00,RNF 028,,0.75
PROSO NEOLJUSTENI,RNF 031,PROSO NEOLJUSTENI,80.00,RNF 031,,apr.30
GERSLA - OLJUSTENI JECAM,RNF 033,GERSLA - OLJUSTENI JECAM,50.00,RNF 033,,apr.70
PROSO OLJUSTEN,RNF 034,PROSO OLJUSTEN,120.00,RNF 034,,apr.34
BRAZILSKI ORAH,RNF 035,BRAZILSKI ORAH,620.00,RNF 035,,1.feb
OVAS    OLJUSTENI,RNF 036,OVAS    OLJUSTENI,80.00,RNF 036,,apr.65
OVAS NEOLJUSTENI,RNF 037,OVAS NEOLJUSTENI,50.00,RNF 037,,5.00
SUNCOKRET OLJUSTEN SIROV SOS 5 KG,RNF 038,SUNCOKRET OLJUSTEN SIROV SOS 5 KG,160.00,RNF 038,,feb.19
RIZITA - cok.sa rizom 1.6 kg - AMORETI,RNF 042,RIZITA - cok.sa rizom 1.6 kg - AMORETI,370.00,RNF 042,,jan.46
SECERNE MRVICE U BOJI,RNF 044,SECERNE MRVICE U BOJI,460.00,RNF 044,,0.90
SUVA SLJIVA,RNF 045,SUVA SLJIVA,150.00,RNF 045,,mar.33
SUVO GROZDJE SVETLO,RNF 058,SUVO GROZDJE SVETLO,220.00,RNF 058,,3.mar
KIKIRIKI U KARAMELI I SUSAMU 1/1,RNF 060,KIKIRIKI U KARAMELI I SUSAMU 1/1,400.00,RNF 060,,jan.92
KRCKO INTEGRALNI KEKS 3KG -AMORETI,RNF 063,KRCKO INTEGRALNI KEKS 3KG -AMORETI,220.00,RNF 063,,feb.30
KREMKO KREM 1/1  - BILJANA,RNF 067,KREMKO KREM 1/1  - BILJANA,235.00,RNF 067,,3.00
KREMKO KREM 0.5KG - BILJANA,RNF 068,KREMKO KREM 0.5KG - BILJANA,130.00,RNF 068,,3.00
EXTRA SUNCOKRET PECENI 5/1,RNF 082,EXTRA SUNCOKRET PECENI 5/1,140.00,RNF 082,,jun.55
ZELENA KAFA 14gr    15TK,RNF 085,ZELENA KAFA 14gr    15TK,165.00,RNF 085,,15.00
ROSA NEGAZIRANA VODA 1.5L  6/1       54,ROSA 01,ROSA NEGAZIRANA VODA 1.5L  6/1       54,45.00,ROSA 01,,6.00
ROSA NEGAZIRANA 6L/1***BALON***,ROSA 05,ROSA NEGAZIRANA 6L/1***BALON***,120.00,ROSA 05,,1.00
ROSA NEGAZ.VODA 0.5L 24/1,ROSA 06,ROSA NEGAZ.VODA 0.5L 24/1,30.00,ROSA 06,,19.00
VINJAK 40 %  1 X 6 kom -  RUBIN,RUBIN 001,VINJAK 40 %  1 X 6 kom -  RUBIN,570.00,RUBIN 001,,0.00
GORKI GORKI 1L 6/1#,SAD 001,GORKI GORKI 1L 6/1#,750.00,SAD 001,,0.00
PETIT BEURE 6/1-SL P9B,SL 01,PETIT BEURE 6/1-SL P9B,190.00,SL 01,,feb.95
KOKTEL KENDI 1/1 6kg-SL E8C,SL 05,KOKTEL KENDI 1/1 6kg-SL E8C,320.00,SL 05,,0.92
COKO BISKVIT-MILK 4/1-SL CM9,SL 06,COKO BISKVIT-MILK 4/1-SL CM9,480.00,SL 06,,jan.80
ORANGE BISKVIT 4/1-SL B9O,SL 10,ORANGE BISKVIT 4/1-SL B9O,380.00,SL 10,,mar.24
PARTI 5/1-SL S9P,SL 11,PARTI 5/1-SL S9P,230.00,SL 11,,apr.21
BONI TOP - tuba 30X25gr.   6/# A1BT,SL 173,BONI TOP - tuba 30X25gr.   6/# A1BT,23.00,SL 173,,0.00
COKO KVATRO RF 5/1  C9Q,SL 176,COKO KVATRO RF 5/1  C9Q,480.00,SL 176,,apr.60
EUROVAFEL 180g 14kom/1  E2L,SL 195,EUROVAFEL 180g 14kom/1  E2L,96.00,SL 195,,1.00
BEVITA 4/1# RF B8K,SL 210,BEVITA 4/1# RF B8K,160.00,SL 210,,feb.32
ISLERI 3/1-SL B9I,SL 22,ISLERI 3/1-SL B9I,360.00,SL 22,,jan.60
ISLERI EUROKREM RF B9E 3kg,SL 221,ISLERI EUROKREM RF B9E 3kg,470.00,SL 221,,3.00
KAKAO KREM 4.2kg-SL KK9,SL 24,KAKAO KREM 4.2kg-SL KK9,360.00,SL 24,,3.avg
KVIKERSI 250g 15kom-SL SK4,SL 25,KVIKERSI 250g 15kom-SL SK4,60.00,SL 25,,10.00
MILKI KARAMELA 1KG-SL EM8   6/1#,SL 26,MILKI KARAMELA 1KG-SL EM8   6/1#,370.00,SL 26,,jan.99
EUROCREM STICKS 100g Z2E 30/1#,SL 97,EUROCREM STICKS 100g Z2E 30/1#,43.00,SL 97,,5.00
SOJIN LECITIN 350gr  20/1#,SOJA 01,SOJIN LECITIN 350gr  20/1#,275.00,SOJA 01,,1.00
SOJA LJUSPICE 15kg,SOJA 05,SOJA LJUSPICE 15kg,170.00,SOJA 05,,13.31
SOJA ODRESCI 12kg,SOJA 06,SOJA ODRESCI 12kg,350.00,SOJA 06,,nov.80
SOJA PASTETA PARADAJZ 50G 6/1#,SOJA 12,SOJA PASTETA PARADAJZ 50G 6/1#,60.00,SOJA 12,,6.00
SOJA PASTETA PECURKE 50G 6/1#,SOJA 13,SOJA PASTETA PECURKE 50G 6/1#,60.00,SOJA 13,,6.00
VATROMET SPARKI 12CM  4KOM/1#,SPARKI 01,VATROMET SPARKI 12CM  4KOM/1#,58.00,SPARKI 01,,4.00
VATROMET SPARKI 25CM  4KOM/1#,SPARKI 02,VATROMET SPARKI 25CM  4KOM/1#,125.00,SPARKI 02,,4.00
MUZICKA SVECICA,SPARKI 03,MUZICKA SVECICA,125.00,SPARKI 03,,3.00
BAKARNA BOJA-ZVEZDANI PRAH 20/#,SPARKI 04,BAKARNA BOJA-ZVEZDANI PRAH 20/#,106.00,SPARKI 04,,2.00
BRONZANA BOJA-ZVEZDANI PRAH 20/#,SPARKI 05,BRONZANA BOJA-ZVEZDANI PRAH 20/#,106.00,SPARKI 05,,2.00
ZLATNA BOJA-ZVEZDANI PRAH 20/#,SPARKI 06,ZLATNA BOJA-ZVEZDANI PRAH 20/#,106.00,SPARKI 06,,2.00
SREBRNA BOJA-ZVEZDANI PRAH 20/#,SPARKI 07,SREBRNA BOJA-ZVEZDANI PRAH 20/#,106.00,SPARKI 07,,2.00
BISERNA BOJA-ZVEZDANI PRAH 20/#,SPARKI 08,BISERNA BOJA-ZVEZDANI PRAH 20/#,106.00,SPARKI 08,,2.00
SISTALJKA 24/1# PLANET STYLE,SPARKI 11,SISTALJKA 24/1# PLANET STYLE,30.00,SPARKI 11,,20.00
MARGARIN STONI 5kgSANTA VITA,ST.VITA 002,MARGARIN STONI 5kgSANTA VITA,31.50,ST.VITA 002,,6.00
NAPOLITANKE SA PREL.200G 40kom-STA 1056,STARK 01,NAPOLITANKE SA PREL.200G 40kom-STA 1056,75.00,STARK 01,,4.00
NAPOLITANKE SA PREL.100G 65kom-STA 1057,STARK 02,NAPOLITANKE SA PREL.100G 65kom-STA 1057,40.00,STARK 02,,2.00
FAZON 25G 30/1-STARK               1081,STARK 03,FAZON 25G 30/1-STARK               1081,12.00,STARK 03,,30.00
PISKOTE 210 15Kkom-STARK           3085,STARK 04,PISKOTE 210 15Kkom-STARK           3085,99.00,STARK 04,,5.00
PISKOTE 105 32Kkom-STARK           3084,STARK 05,PISKOTE 105 32Kkom-STARK           3084,49.00,STARK 05,,3.00
AVALA 1/1 8/1-STARK                4181,STARK 09,AVALA 1/1 8/1-STARK                4181,150.00,STARK 09,,1.00
ZELJE NARAN.75% KAKAO 75g STARK 20/1#,STARK 100,ZELJE NARAN.75% KAKAO 75g STARK 20/1#,95.00,STARK 100,,1.00
NAJ.ZELJE MINI 150g 12/1# STARK kesica,STARK 103,NAJ.ZELJE MINI 150g 12/1# STARK kesica,163.00,STARK 103,,2.00
MENAZ 100g 20kom-STARK,STARK 11,MENAZ 100g 20kom-STARK,73.00,STARK 11,,5.00
MENAZ 200g 20kom-STARK,STARK 12,MENAZ 200g 20kom-STARK,139.00,STARK 12,,3.00
NAJ.ZELJE 90G 20kom-STARK         13657,STARK 17,NAJ.ZELJE 90G 20kom-STARK         13657,82.00,STARK 17,,4.00
NAJ.ZELJE 200G 20kom-STARK         1370,STARK 18,NAJ.ZELJE 200G 20kom-STARK         1370,170.00,STARK 18,,2.00
KREM BANANA 25G 40kom-STARK,STARK 21,KREM BANANA 25G 40kom-STARK,10.00,STARK 21,,48.00
NO PROBLEM 40G 24kom-STARK,STARK 22,NO PROBLEM 40G 24kom-STARK,25.00,STARK 22,,24.00
SVIT 40g 25kom-STARK               8008,STARK 25,SVIT 40g 25kom-STARK               8008,23.00,STARK 25,,25.00
SMOKI 50g 40kom-STARK              0691,STARK 29,SMOKI 50g 40kom-STARK              0691,23.00,STARK 29,,4.00
KEKS BETIS 300G 15kom-STARK        4215,STARK 38,KEKS BETIS 300G 15kom-STARK        4215,87.00,STARK 38,,2.00
CAJNI KOLUTICI 800GRX4KOM STARK,STARK 45,CAJNI KOLUTICI 800GRX4KOM STARK,190.00,STARK 45,,jan.70
PRIMA STAPICI 40G  X 64 KOM-STARK,STARK 65,PRIMA STAPICI 40G  X 64 KOM-STARK,10.00,STARK 65,,9.00
CHERRY 200gr 12kom/1#-STARK,STARK 71,CHERRY 200gr 12kom/1#-STARK,273.00,STARK 71,,1.00
ZELJE 75g CRNA 75% 20/1# STARK,STARK 97,ZELJE 75g CRNA 75% 20/1# STARK,95.00,STARK 97,,3.00
ZELJE ML.KREM 100gr 30/1# STARK,STARK 98,ZELJE ML.KREM 100gr 30/1# STARK,85.00,STARK 98,,2.00
SU-SUMSKI MIX 1.5l 8/1#,SU 33,SU-SUMSKI MIX 1.5l 8/1#,88.00,SU 33,,7.00
ULJE SUNCE 15/1,SUNCE 01,ULJE SUNCE 15/1,81.00,SUNCE 01,,3.00
PUDING COKOLADA 100g 40/1# S.POSITIVE,SUPER P.001,PUDING COKOLADA 100g 40/1# S.POSITIVE,17.00,SUPER P.001,,8.00
PUDING JAGODA 100g 40/1# S.POSITIVE,SUPER P.002,PUDING JAGODA 100g 40/1# S.POSITIVE,14.00,SUPER P.002,,10.00
PUDING VANILA 100g 40/1# S.POSITIVE,SUPER P.003,PUDING VANILA 100g 40/1# S.POSITIVE,16.00,SUPER P.003,,33.00
PROBAVINO 3KG,SW-FAM 017,PROBAVINO 3KG,630.00,SW-FAM 017,,feb.91
EURO KREM KOFA 1/1 6kom-TAKOVO,TAKOVO 06,EURO KREM KOFA 1/1 6kom-TAKOVO,485.00,TAKOVO 06,,2.00
EURO KREM CASA 200G 24kom-TAKOVO,TAKOVO 07,EURO KREM CASA 200G 24kom-TAKOVO,110.00,TAKOVO 07,,2.00
EURO KREM CINIJA 500g 12kom-TAKOVO,TAKOVO 08,EURO KREM CINIJA 500g 12kom-TAKOVO,260.00,TAKOVO 08,,1.00
GRISKI 40g 65kom-TAKOVO Z1G,TAKOVO 10,GRISKI 40g 65kom-TAKOVO Z1G,15.00,TAKOVO 10,,10.00
CAR NA DAR sa KAKAO flips 250gr 12/1 F2,TAKOVO 15,CAR NA DAR sa KAKAO flips 250gr 12/1 F2,101.00,TAKOVO 15,,1.00
CAR NA DAR flips SA MEDOM 200gr 12/1 F2,TAKOVO 16,CAR NA DAR flips SA MEDOM 200gr 12/1 F2,87.00,TAKOVO 16,,2.00
TAKO-DIJET 150 gr    1#/19kom,TAKOVO 21,TAKO-DIJET 150 gr    1#/19kom,72.00,TAKOVO 21,,2.00
TAKI-LAKI DVOPEK 125gr x 16 kom F2T,TAKOVO 22,TAKI-LAKI DVOPEK 125gr x 16 kom F2T,50.00,TAKOVO 22,,4.00
VILJAMOVKA 40% 0.7   6/1#,TAKOVO 23,VILJAMOVKA 40% 0.7   6/1#,1085.00,TAKOVO 23,,0.00
EURODESERT kesa 150gr  15TK,TAKOVO 294,EURODESERT kesa 150gr  15TK,180.00,TAKOVO 294,,2.00
KONCEN.KOKOSIJA SUPA(2x22gr) x 48 DK2K,TAKOVO 32,KONCEN.KOKOSIJA SUPA(2x22gr) x 48 DK2K,35.00,TAKOVO 32,,6.00
KONCEN.GOVEDJA SUPA (2x22gr) x 48 DK2G,TAKOVO 33,KONCEN.GOVEDJA SUPA (2x22gr) x 48 DK2G,35.00,TAKOVO 33,,3.00
VODKA BALTIK SPECIJAL 40% 1L  6kom#,TAKOVO 49,VODKA BALTIK SPECIJAL 40% 1L  6kom#,450.00,TAKOVO 49,,0.00
DOMACI RUM 40% 0.100  30kom/1#,TAKOVO 50,DOMACI RUM 40% 0.100  30kom/1#,63.50,TAKOVO 50,,4.00
DIAMEL 250 gr,UFAR 001,DIAMEL 250 gr,215.00,UFAR 001,,1.00
KOMBINOVANA SO 100gr  48kom/1#,UFAR 002,KOMBINOVANA SO 100gr  48kom/1#,59.00,UFAR 002,,3.00
UKRASI ZA TORTU-UKI,UKI 001,UKRASI ZA TORTU-UKI,65.00,UKI 001,,3.00
ULJE BUNDEVE 250ml 15/1#,UVITA 002,ULJE BUNDEVE 250ml 15/1#,438.00,UVITA 002,,0.00
ULJE OD LANA 250ml 15/1 PVC,UVITA 003,ULJE OD LANA 250ml 15/1 PVC,255.00,UVITA 003,,1.00
ULJE OD SUSAMA 250ml 12/1,UVITA 004,ULJE OD SUSAMA 250ml 12/1,290.00,UVITA 004,,1.00
ULJE OD SOJE 500ml 12/1,UVITA 008,ULJE OD SOJE 500ml 12/1,160.00,UVITA 008,,1.00
MEKINJE 5/1 VEGA,VEGA 002,MEKINJE 5/1 VEGA,65.00,VEGA 002,,apr.80
PIRINCANO BRASNO 1/1 10/1#,VEGA 021,PIRINCANO BRASNO 1/1 10/1#,250.00,VEGA 021,,3.00
OVSENO BRASNO 0.500g 10/1#,VEGA 022,OVSENO BRASNO 0.500g 10/1#,59.00,VEGA 022,,9.00
JECMENO BRASNO 0.500g 10/1#,VEGA 023,JECMENO BRASNO 0.500g 10/1#,39.00,VEGA 023,,10.00
GUSTIN 100g 20/1#-VEGA,VEGA 024,GUSTIN 100g 20/1#-VEGA,17.00,VEGA 024,,17.00
SODA 200g 30/1#-VEGA,VEGA 025,SODA 200g 30/1#-VEGA,29.00,VEGA 025,,28.00
MLEVENI KEKS-VEKIC 5/1,VEKIC 025,MLEVENI KEKS-VEKIC 5/1,120.00,VEKIC 025,,jan.97
TUTKU  210g  18kom,VH025,TUTKU  210g  18kom,105.00,VH025,,5.00
VINCINI KORE SVETLE 700g  5/#,VINCINI 001,VINCINI KORE SVETLE 700g  5/#,260.00,VINCINI 001,,1.00
VINCINI KORE TAMNE  700g  5/#,VINCINI 002,VINCINI KORE TAMNE  700g  5/#,260.00,VINCINI 002,,1.00
MED ZA DIJABETICARE   0.25,VITASLAD 001,MED ZA DIJABETICARE   0.25,203.00,VITASLAD 001,,2.00
SURUTKA U PRAHU 250g 60/1# JEZ,VIVA 01,SURUTKA U PRAHU 250g 60/1# JEZ,72.00,VIVA 01,,3.00
DEKSTROZA 250 gr 60/1# JEZ,VIVA 02,DEKSTROZA 250 gr 60/1# JEZ,54.00,VIVA 02,,3.00
FRUKTOZA 250gr  60/1#  JEZ,VIVA 05,FRUKTOZA 250gr  60/1#  JEZ,104.00,VIVA 05,,2.00
CVEKLA PASTERIZOVANA 700g 12/1# IRIKOM,VOCAR 001,CVEKLA PASTERIZOVANA 700g 12/1# IRIKOM,64.00,VOCAR 001,,0.00
CREAM ROLLS LESNIK 2,5 kg WALTZ,WALTZ 001,CREAM ROLLS LESNIK 2,5 kg WALTZ,360.00,WALTZ 001,,0.00
CREAM ROLLS JAGODA 2/1kg WALTZ,WALTZ 003,CREAM ROLLS JAGODA 2/1kg WALTZ,360.00,WALTZ 003,,0.00
PSENICA 250gr 12/1#     ZRNCO,ZRNCO 001,PSENICA 250gr 12/1#     ZRNCO,145.00,ZRNCO 001,,3.00
RAZ 250gr 12/1#         ZRNCO,ZRNCO 002,RAZ 250gr 12/1#         ZRNCO,145.00,ZRNCO 002,,2.00
JECAM 250 gr 12/1#      ZRNCO,ZRNCO 003,JECAM 250 gr 12/1#      ZRNCO,145.00,ZRNCO 003,,3.00
OVAS 250 gr 12/1#       ZRNCO,ZRNCO 004,OVAS 250 gr 12/1#       ZRNCO,145.00,ZRNCO 004,,2.00
SPEARMINT 30kom/1   20TK - ORBIT,ZVK 002,SPEARMINT 30kom/1   20TK - ORBIT,40.00,ZVK 002,,28.00
EUCALYPTUS 30kom/1   20TK - ORBIT,ZVK 003,EUCALYPTUS 30kom/1   20TK - ORBIT,40.00,ZVK 003,,30.00
APPLE 30kom/1 20TK - ORBIT,ZVK 025,APPLE 30kom/1 20TK - ORBIT,40.00,ZVK 025,,30.00
