TVRDA MLECNA BOMBONA-1kg/4#-VURAL,GOOD 013,TVRDA MLECNA BOMBONA-1kg/4#-VURAL,360.00,GOOD 013,,0.95
VURAL KARAMELA FRUTI-1kg/4#-VURAL,GOOD 014,VURAL KARAMELA FRUTI-1kg/4#-VURAL,420.00,GOOD 014,,0.69
PEACH RINGS GUMENE BOM-1kg/12#-VURAL,GOOD 015,PEACH RINGS GUMENE BOM-1kg/12#-VURAL,540.00,GOOD 015,,jan.17
BEBETO MIX GUMENE BOM-1kg/12#-VURAL,GOOD 017,BEBETO MIX GUMENE BOM-1kg/12#-VURAL,540.00,GOOD 017,,0.78
TEETHOS GUMENE BOMBONE-1kg/12#-VURAL,GOOD 020,TEETHOS GUMENE BOMBONE-1kg/12#-VURAL,540.00,GOOD 020,,0.79
GRAND KAFA 100G 60/1#,GRAND 02,GRAND KAFA 100G 60/1#,73.00,GRAND 02,,49.00
GRAND KAFA 200G 30/1#,GRAND 03,GRAND KAFA 200G 30/1#,140.00,GRAND 03,,19.00
VANILICE POSNE 3/1-ILVA,ILVA 002,VANILICE POSNE 3/1-ILVA,280.00,ILVA 002,,mar.21
SHOYU SOS         200ml.,INKA 005,SHOYU SOS         200ml.,340.00,INKA 005,,1.00
ALGE WAKAME        25gr.,INKA 007,ALGE WAKAME        25gr.,330.00,INKA 007,,1.00
MISO ONOZAKI      200gr.,INKA 009,MISO ONOZAKI      200gr.,750.00,INKA 009,,1.00
TAMARI SOS        200ml.,INKA 014,TAMARI SOS        200ml.,440.00,INKA 014,,0.00
INKA - FOLIJA     180gr.,INKA 017,INKA - FOLIJA     180gr.,205.00,INKA 017,,3.00
UMEBOSI SIRCE 200 ml.,INKA 019,UMEBOSI SIRCE 200 ml.,185.00,INKA 019,,1.00
ALGE ARAME 25gr.,INKA 021,ALGE ARAME 25gr.,330.00,INKA 021,,1.00
FEFERONI 220g 24/1# IRIKOM,IRIKOM 001,FEFERONI 220g 24/1# IRIKOM,80.00,IRIKOM 001,,2.00
VALF 3kg,ISHRANA 02,VALF 3kg,350.00,ISHRANA 02,,feb.38
GURABIJA SECER 3kg,ISHRANA 07,GURABIJA SECER 3kg,310.00,ISHRANA 07,,feb.27
MUSLI TROPIK 3/1 - JEZ,JEZ 001,MUSLI TROPIK 3/1 - JEZ,260.00,JEZ 001,,feb.23
MUSLI SPORT 3/1 - JEZ,JEZ 002,MUSLI SPORT 3/1 - JEZ,170.00,JEZ 002,,0.32
MUSLI CLASIC 3/1-JEZ,JEZ 003,MUSLI CLASIC 3/1-JEZ,150.00,JEZ 003,,3.00
PREZLA 200gr 30/1#  JEZ,JEZ 010,PREZLA 200gr 30/1#  JEZ,20.00,JEZ 010,,4.00
MUSLI CLASIC 250G 10/1#    - JEZ,JEZ 020,MUSLI CLASIC 250G 10/1#    - JEZ,75.00,JEZ 020,,1.00
MUSLI SPORT  250G 10/1#    - JEZ,JEZ 021,MUSLI SPORT  250G 10/1#    - JEZ,85.00,JEZ 021,,2.00
MUSLI TROPIK 250G 10/1#    - JEZ,JEZ 023,MUSLI TROPIK 250G 10/1#    - JEZ,90.00,JEZ 023,,2.00
SLAG PENA 100gr 20/1# x 6,JOKER12,SLAG PENA 100gr 20/1# x 6,30.00,JOKER12,,20.00
SLAG KREM BELI 100g 20/1# X 4,JOKER13,SLAG KREM BELI 100g 20/1# X 4,38.00,JOKER13,,19.00
SLAG KREM VANILA 100g 20/1# x 4,JOKER14,SLAG KREM VANILA 100g 20/1# x 4,38.00,JOKER14,,15.00
SLAG PENA 500gr 40/1      JOKER,JOKER26,SLAG PENA 500gr 40/1      JOKER,150.00,JOKER26,,3.00
SIRCE ALKOHOLNO 1/1 15-JUGOMIS,JUGOMIS 01,SIRCE ALKOHOLNO 1/1 15-JUGOMIS,49.00,JUGOMIS 01,,3.00
SIRCE VINSKO 1/1  15-JUGOMIS,JUGOMIS 08,SIRCE VINSKO 1/1  15-JUGOMIS,59.00,JUGOMIS 08,,1.00
KIKIRIKI SIROVI 25/1,KINA 001,KIKIRIKI SIROVI 25/1,170.00,KINA 001,,mar.16
KIRKOLINA FILTER CAJ ZA MRSAVLJENJE 20/,KIRKA 001,KIRKOLINA FILTER CAJ ZA MRSAVLJENJE 20/,115.00,KIRKA 001,,2.00
KIRKOLINA FILTER CAJ PROT. CELULITA 20/,KIRKA 004,KIRKOLINA FILTER CAJ PROT. CELULITA 20/,115.00,KIRKA 004,,3.00
KNJAZ MILOS 1.5L 6/1,KNJAZ 01,KNJAZ MILOS 1.5L 6/1,40.00,KNJAZ 01,,7.00
AQVA VIVA 1.5L 6/1,KNJAZ 02,AQVA VIVA 1.5L 6/1,42.00,KNJAZ 02,,4.00
KNJAZ MILOS 0.5L 12/1,KNJAZ 06,KNJAZ MILOS 0.5L 12/1,29.00,KNJAZ 06,,11.00
JUICE UP JABUKA 0.5L 12/1#,KNJAZ 14,JUICE UP JABUKA 0.5L 12/1#,38.00,KNJAZ 14,,6.00
AQVA VIVA 0.75  12/1 BRESKVA,KNJAZ 18,AQVA VIVA 0.75  12/1 BRESKVA,49.00,KNJAZ 18,,8.00
GUARANA 0.25L 4/1# NOVA CETVORKA,KNJAZ 38,GUARANA 0.25L 4/1# NOVA CETVORKA,54.00,KNJAZ 38,,11.00
BRUSNICA CAJ LIMENKA 120g  3/1#,KODIAK 001,BRUSNICA CAJ LIMENKA 120g  3/1#,315.00,KODIAK 001,,1.00
KOKOS DESERT 3/1,KONDI  08,KOKOS DESERT 3/1,380.00,KONDI  08,,feb.36
BELA KREM BANANA 2/1,KONDI 06,BELA KREM BANANA 2/1,380.00,KONDI 06,,jan.89
SMAJLI LESNIK 140g x 15,KONDIVA 03,SMAJLI LESNIK 140g x 15,140.00,KONDIVA 03,,2.00
SMAJLI MLEKO 140g x 15,KONDIVA 04,SMAJLI MLEKO 140g x 15,140.00,KONDIVA 04,,2.00
SMAJLI MIKS 1kg x 5,KONDIVA 05,SMAJLI MIKS 1kg x 5,920.00,KONDIVA 05,,0.52
LESNIK NAPOLITANKA 4.2kg/1# 350gr,KONDIVA 11,LESNIK NAPOLITANKA 4.2kg/1# 350gr,270.00,KONDIVA 11,,apr.20
LIMUN NAPOLITANKA 4.2kg/1#  350g,KONDIVA 13,LIMUN NAPOLITANKA 4.2kg/1#  350g,270.00,KONDIVA 13,,mar.84
VAFL KOCKA SA KAKAO FIL.I KAKAO PR.3kg,KONDIVA 19,VAFL KOCKA SA KAKAO FIL.I KAKAO PR.3kg,310.00,KONDIVA 19,,3.00
STANGLA SA LES.FIL I KAKAO PR.5kg,KONDIVA 20,STANGLA SA LES.FIL I KAKAO PR.5kg,310.00,KONDIVA 20,,mar.87
MORSKA SO 5kg KRUPNA,KRISTAL 002,MORSKA SO 5kg KRUPNA,27.00,KRISTAL 002,,0.00
PAPIRNE KORPICE br1  140kom,LEROS 001,PAPIRNE KORPICE br1  140kom,13.00,LEROS 001,,135.00
JESTIVE KORPICE MIX  120kom,LEROS 004,JESTIVE KORPICE MIX  120kom,apr.50,LEROS 004,,110.00
MINI SNACK-PIZZA narandzasta,LIBERO 001,MINI SNACK-PIZZA narandzasta,260.00,LIBERO 001,,0.97
MINI SNACK-SLANINA zuta,LIBERO 002,MINI SNACK-SLANINA zuta,260.00,LIBERO 002,,0.76
MINI SNACK-MIX,LIBERO 003,MINI SNACK-MIX,390.00,LIBERO 003,,0.78
SECER KOCKA 500g x 18,LUTKA 03,SECER KOCKA 500g x 18,53.00,LUTKA 03,,17.00
FRUTKO BOMBONE 20 gr  x 16 kom,M&M  002,FRUTKO BOMBONE 20 gr  x 16 kom,40.00,M&M  002,,10.00
KOMBUHA   1 L       1#/12kom,MACROB 001,KOMBUHA   1 L       1#/12kom,165.00,MACROB 001,,3.00
KOMBUHA   0.5 L     1#/12kom,MACROB 002,KOMBUHA   0.5 L     1#/12kom,99.00,MACROB 002,,3.00
BILJNI ZELATIN 10g 10/1#,MADICO 002,BILJNI ZELATIN 10g 10/1#,34.00,MADICO 002,,9.00
KVAS 0.33L 12/1# MALA KOMPANIJA,MALA 001,KVAS 0.33L 12/1# MALA KOMPANIJA,35.00,MALA 001,,4.00
KARANFILIC    10 gr - cvet,MALINA 002,KARANFILIC    10 gr - cvet,25.00,MALINA 002,,10.00
MAJORAN       10 gr 1#/10kom,MALINA 003,MAJORAN       10 gr 1#/10kom,15.00,MALINA 003,,10.00
KORIJANDER    10 gr 1#/10kom - mleveni,MALINA 007,KORIJANDER    10 gr 1#/10kom - mleveni,15.00,MALINA 007,,10.00
TIMIJAN       10 gr 1#/10kom,MALINA 011,TIMIJAN       10 gr 1#/10kom,17.00,MALINA 011,,10.00
BOSILJAK           10 gr,MALINA 015,BOSILJAK           10 gr,19.00,MALINA 015,,10.00
RUZMARIN           10 gr,MALINA 016,RUZMARIN           10 gr,19.00,MALINA 016,,8.00
ROGAC         200 gr     1#/20kom,MALINA 017,ROGAC         200 gr     1#/20kom,85.00,MALINA 017,,2.00
LOVOR LIST     10 gr    1#/50kom,MALINA 018,LOVOR LIST     10 gr    1#/50kom,21.00,MALINA 018,,7.00
CIPS XL 100gr x 12 kom,MARBO 013,CIPS XL 100gr x 12 kom,55.00,MARBO 013,,10.00
MINUT PIRE 120 gr x 10 kom,MARBO 031,MINUT PIRE 120 gr x 10 kom,43.00,MARBO 031,,9.00
CVETOVI VECI 1/1,MARINOVIC 001,CVETOVI VECI 1/1,67.00,MARINOVIC 001,,3.00
PAPRIKA TUCANA  LJUTA 1KG-MARTONOS,MARTONOS 004,PAPRIKA TUCANA  LJUTA 1KG-MARTONOS,640.00,MARTONOS 004,,0.90
PAPRIKA MLEVENA SLATKA 1KG,MARTONOS 005,PAPRIKA MLEVENA SLATKA 1KG,640.00,MARTONOS 005,,jan.25
"OBLANDE ""MB"" 20/1",MBNV 01,"OBLANDE ""MB"" 20/1",40.00,MBNV 01,,10.00
SVEDSKA GORCICA 110gr.,MDV 001,SVEDSKA GORCICA 110gr.,430.00,MDV 001,,1.00
HERBA CAJ       100gr.,MDV 002,HERBA CAJ       100gr.,215.00,MDV 002,,1.00
SWEDISH BITTER  250ml.,MDV 003,SWEDISH BITTER  250ml.,520.00,MDV 003,,1.00
LIVADSKI MED 0.96     1#/12kom,MED 01,LIVADSKI MED 0.96     1#/12kom,390.00,MED 01,,2.00
BAGREMOV MED 0.96     1#/12kom,MED 02,BAGREMOV MED 0.96     1#/12kom,410.00,MED 02,,2.00
SUMSKI MED 0.96       1#/12kom,MED 03,SUMSKI MED 0.96       1#/12kom,410.00,MED 03,,2.00
BAGREMOV MED 0.48     1#/24kom,MED 07,BAGREMOV MED 0.48     1#/24kom,245.00,MED 07,,1.00
LIVADSKI MED 0.48     1#/24kom,MED 08,LIVADSKI MED 0.48     1#/24kom,230.00,MED 08,,1.00
LIPOV MED 0.96        1#/12kom,MED 11,LIPOV MED 0.96        1#/12kom,390.00,MED 11,,2.00
POLEN    100 gr,MED 13,POLEN    100 gr,199.00,MED 13,,3.00
MENTOL BOMBONE 5/1,MENTOLKO 001,MENTOL BOMBONE 5/1,200.00,MENTOLKO 001,,feb.58
VOCNE BOMBONE MIKS TVRDE 5/1,MENTOLKO 005,VOCNE BOMBONE MIKS TVRDE 5/1,200.00,MENTOLKO 005,,4.okt
NATURAL BLOK LESNIK 30g 20kom x 8#,MGN 02,NATURAL BLOK LESNIK 30g 20kom x 8#,25.00,MGN 02,,0.00
NATURAL BLOK VISNJA 31g 20kom x 8#,MGN 04,NATURAL BLOK VISNJA 31g 20kom x 8#,25.00,MGN 04,,0.00
MINAKVA 2L X 6,MINA01,MINAKVA 2L X 6,33.00,MINA01,,8.00
REZANAC DOMACI 150g 20/1#,MIRA 002,REZANAC DOMACI 150g 20/1#,45.00,MIRA 002,,3.00
AROME TECNE VANILA         10 ml.,MLKM 003,AROME TECNE VANILA         10 ml.,30.00,MLKM 003,,2.00
AROME TECNE KIVI           10 ml.,MLKM 004,AROME TECNE KIVI           10 ml.,30.00,MLKM 004,,3.00
AROME TECNE JAGODA         10 ml.,MLKM 005,AROME TECNE JAGODA         10 ml.,30.00,MLKM 005,,1.00
AROME TECNE MALINA         10 ml.,MLKM 006,AROME TECNE MALINA         10 ml.,30.00,MLKM 006,,3.00
AROME TECNE BRESKVA        10 ml.,MLKM 007,AROME TECNE BRESKVA        10 ml.,30.00,MLKM 007,,3.00
AROME TECNE KRUSKA         10 ml.,MLKM 009,AROME TECNE KRUSKA         10 ml.,30.00,MLKM 009,,2.00
AROME TECNE RUM            10 ml.,MLKM 011,AROME TECNE RUM            10 ml.,30.00,MLKM 011,,2.00
AROME TECNE LESNIK         10 ml.,MLKM 014,AROME TECNE LESNIK         10 ml.,30.00,MLKM 014,,3.00
AROME TECNE BANANA         10 ml.,MLKM 018,AROME TECNE BANANA         10 ml.,30.00,MLKM 018,,2.00
AROME TECNE ANANAS         10 ml.,MLKM 019,AROME TECNE ANANAS         10 ml.,30.00,MLKM 019,,3.00
BOJE TECNE ZELENA          10 ml.,MLKM 021,BOJE TECNE ZELENA          10 ml.,30.00,MLKM 021,,2.00
BOJE TECNE ZUTA            10 ml.,MLKM 022,BOJE TECNE ZUTA            10 ml.,30.00,MLKM 022,,3.00
BOJE TECNE NARANDZASTA     10 ml.,MLKM 023,BOJE TECNE NARANDZASTA     10 ml.,30.00,MLKM 023,,3.00
BOJE TECNE PLAVA           10 ml.,MLKM 024,BOJE TECNE PLAVA           10 ml.,30.00,MLKM 024,,3.00
BOJE TECNE CRVENA          10 ml.,MLKM 025,BOJE TECNE CRVENA          10 ml.,30.00,MLKM 025,,2.00
BOJE TECNE LJUBICASTA      10 ml.,MLKM 026,BOJE TECNE LJUBICASTA      10 ml.,30.00,MLKM 026,,3.00
BRUSNICA 1/1 (vaccinium macrocarpa),MRDR 001,BRUSNICA 1/1 (vaccinium macrocarpa),620.00,MRDR 001,,apr.36
VOCNE KAPI BRESKVA NECTAR 2l 6/1#,NECTAR 011,VOCNE KAPI BRESKVA NECTAR 2l 6/1#,93.00,NECTAR 011,,6.00
VOCNE KAPI JABUKA 2L 50 % 6/1#,NECTAR 013,VOCNE KAPI JABUKA 2L 50 % 6/1#,89.00,NECTAR 013,,4.00
TOMATELLO 0.5L PARADAJZ PASIRANI 12/1#,NECTAR 014,TOMATELLO 0.5L PARADAJZ PASIRANI 12/1#,60.00,NECTAR 014,,0.00
KAKAO PRAH 100gr 40/# JEZ,NEGROPAK 002,KAKAO PRAH 100gr 40/# JEZ,60.00,NEGROPAK 002,,5.00
KREM BANANA 17g NELLY 40/1#,NELLI 001,KREM BANANA 17g NELLY 40/1#,6.00,NELLI 001,,41.00
ZELE ZEC SA COKO.PRELIVOM 25g 40/1# NEL,NELLI 003,ZELE ZEC SA COKO.PRELIVOM 25g 40/1# NEL,10.00,NELLI 003,,36.00
ZELE ZEC 22g 45/1# NELLY,NELLI 004,ZELE ZEC 22g 45/1# NELLY,8.00,NELLI 004,,40.00
NERA TREE SIRUP 0.5 l 6/1#  BEYOND,NERA 001,NERA TREE SIRUP 0.5 l 6/1#  BEYOND,2100.00,NERA 001,,1.00
REISHI LISTICI 50gr,NERA 004,REISHI LISTICI 50gr,650.00,NERA 004,,1.00
SITAKE GLJIVE 50gr,NERA 005,SITAKE GLJIVE 50gr,350.00,NERA 005,,1.00
NEXT JOY MULTIVITAMIN 0.5x12,NEXT 018,NEXT JOY MULTIVITAMIN 0.5x12,49.00,NEXT 018,,11.00
NEXT CL.NARANDZA 1Lx12kom,NEXT 032,NEXT CL.NARANDZA 1Lx12kom,88.00,NEXT 032,,9.00
NEXT CL.MULTIV. 1Lx12kom,NEXT 036,NEXT CL.MULTIV. 1Lx12kom,85.00,NEXT 036,,9.00
KLASIK CRVENA SVECICA 10kom/1#,OAZA 001,KLASIK CRVENA SVECICA 10kom/1#,35.00,OAZA 001,,10.00
KLASIK PLAVA SVECICA 10kom/1#,OAZA 002,KLASIK PLAVA SVECICA 10kom/1#,35.00,OAZA 002,,10.00
SPIRALA ZLATNA SVECICA 10KOM/1#,OAZA 003,SPIRALA ZLATNA SVECICA 10KOM/1#,68.00,OAZA 003,,10.00
SPIRALA SREBRNA SVECICA 10KOM/1#,OAZA 004,SPIRALA SREBRNA SVECICA 10KOM/1#,68.00,OAZA 004,,10.00
MALI BROJ SVEC.-ROZA 1/1,OAZA 005,MALI BROJ SVEC.-ROZA 1/1,30.00,OAZA 005,,9.00
MALI BROJ SVEC.-PLAVA 1/1,OAZA 006,MALI BROJ SVEC.-PLAVA 1/1,30.00,OAZA 006,,9.00
MAGICNI BROJ SVECICA 1/1,OAZA 008,MAGICNI BROJ SVECICA 1/1,58.00,OAZA 008,,10.00
SPORT RODJ.SVECICA 1/1,OAZA 011,SPORT RODJ.SVECICA 1/1,105.00,OAZA 011,,10.00
KOZMETIKA RODJ.SVECICA 1/1,OAZA 012,KOZMETIKA RODJ.SVECICA 1/1,105.00,OAZA 012,,10.00
INTEGRALNI DVOPEK    1#/36kom,PANEFINO 004,INTEGRALNI DVOPEK    1#/36kom,35.00,PANEFINO 004,,3.00
RAZANI DVOPEK        1#/36kom,PANEFINO 005,RAZANI DVOPEK        1#/36kom,35.00,PANEFINO 005,,3.00
SUPERTINO 3/1-PARACIN,PARACIN 01,SUPERTINO 3/1-PARACIN,380.00,PARACIN 01,,jan.83
KARAMELA BRONHI 3kg-PARACIN,PARACIN 02,KARAMELA BRONHI 3kg-PARACIN,500.00,PARACIN 02,,feb.90
KARAMELA KROKI 3kg-PARACIM,PARACIN 04,KARAMELA KROKI 3kg-PARACIM,430.00,PARACIN 04,,jan.58
CRNA COKOLADA 2.6KG-PARACIN,PARACIN 05,CRNA COKOLADA 2.6KG-PARACIN,370.00,PARACIN 05,,feb.30
BELA COKOLADA 2.6KG-PARACIN,PARACIN 06,BELA COKOLADA 2.6KG-PARACIN,370.00,PARACIN 06,,jan.80
BELE PRALINE 1.8KG-PARACIN,PARACIN 07,BELE PRALINE 1.8KG-PARACIN,420.00,PARACIN 07,,jan.16
CRNE PRALINE 1.8KG-PARACIN,PARACIN 08,CRNE PRALINE 1.8KG-PARACIN,420.00,PARACIN 08,,jan.42
BOMBONJERA GRAND LUX VI 240g 10/1#,PARACIN 114,BOMBONJERA GRAND LUX VI 240g 10/1#,220.00,PARACIN 114,,1.00
BOMBONJERA DIPLOMAT 190GR 01 z 24kom/1#,PARACIN 19,BOMBONJERA DIPLOMAT 190GR 01 z 24kom/1#,153.00,PARACIN 19,,1.00
BOMBONJERA DIPLOMAT 190GR 03 c 24kom/1#,PARACIN 20,BOMBONJERA DIPLOMAT 190GR 03 c 24kom/1#,153.00,PARACIN 20,,1.00
BOMBONJERA GRAND LUX III 240G-PRACIN,PARACIN 37,BOMBONJERA GRAND LUX III 240G-PRACIN,220.00,PARACIN 37,,1.00
BOMBONJERA DIPLOMAT 380GR 06-PARACIN,PARACIN 46,BOMBONJERA DIPLOMAT 380GR 06-PARACIN,270.00,PARACIN 46,,1.00
ZVAKA-BALONKA 4gx100kom,PARACIN 85,ZVAKA-BALONKA 4gx100kom,feb.50,PARACIN 85,,86.00
ZVAKA-NINDZA 4gx100kom,PARACIN 86,ZVAKA-NINDZA 4gx100kom,feb.50,PARACIN 86,,85.00
CILI SOS          250gr    1#/24kom,PATREKO 001,CILI SOS          250gr    1#/24kom,120.00,PATREKO 001,,1.00
SOJA SOS PET 200gr         1#/30kom,PATREKO 004,SOJA SOS PET 200gr         1#/30kom,75.00,PATREKO 004,,3.00
SOJA SOS PET 500gr         1#/30kom,PATREKO 005,SOJA SOS PET 500gr         1#/30kom,130.00,PATREKO 005,,1.00
SOJA SOS PET 200gr - LJUTI 1#/30kom,PATREKO 006,SOJA SOS PET 200gr - LJUTI 1#/30kom,100.00,PATREKO 006,,1.00
SIPKA VANILE 2.5gr   20kom/kut.,PATREKO 007,SIPKA VANILE 2.5gr   20kom/kut.,72.00,PATREKO 007,,20.00
INST.SUPA racici 60gr.  30/#,PATREKO 008,INST.SUPA racici 60gr.  30/#,39.00,PATREKO 008,,3.00
INST.SUPA pecurke 60gr 30/#,PATREKO 010,INST.SUPA pecurke 60gr 30/#,39.00,PATREKO 010,,5.00
PEPSI 2L 8/1#,PEPSI 73,PEPSI 2L 8/1#,75.00,PEPSI 73,,8.00
LESNIK KARAMELA 1kg X 5-PIONIR,PIONIR 01,LESNIK KARAMELA 1kg X 5-PIONIR,580.00,PIONIR 01,,jan.65
NEGRO-1.0kg X 6-PIONIR,PIONIR 02,NEGRO-1.0kg X 6-PIONIR,490.00,PIONIR 02,,jan.62
BOMB.NARANDZA1kg X 6-PIONIR,PIONIR 04,BOMB.NARANDZA1kg X 6-PIONIR,380.00,PIONIR 04,,0.30
BOMB.JAGODA 1kg X 6-PIONIR,PIONIR 05,BOMB.JAGODA 1kg X 6-PIONIR,380.00,PIONIR 05,,jan.38
KIDY MLECNI 30g 24kom X 9-PIONIR,PIONIR 09,KIDY MLECNI 30g 24kom X 9-PIONIR,23.00,PIONIR 09,,13.00
OLALA CAKE+MILK 35grx18kom/6#,PIONIR 118,OLALA CAKE+MILK 35grx18kom/6#,18.00,PIONIR 118,,0.00
OLALA COCOA CAKE 35grx18kom/6#,PIONIR 119,OLALA COCOA CAKE 35grx18kom/6#,18.00,PIONIR 119,,0.00
KIDY COKO+KARAMELA 30g 24kom X 6-PIONIR,PIONIR 12,KIDY COKO+KARAMELA 30g 24kom X 6-PIONIR,23.00,PIONIR 12,,24.00
OLALA ORANGE CAKE 35grx18kom/6#,PIONIR 120,OLALA ORANGE CAKE 35grx18kom/6#,18.00,PIONIR 120,,0.00
MARMELADA MESANA 700G 6/1# HISSAR,PIONIR 143,MARMELADA MESANA 700G 6/1# HISSAR,185.00,PIONIR 143,,0.00
MARMELADA SIPURAK 700gr 6/1#,PIONIR 153,MARMELADA SIPURAK 700gr 6/1#,208.00,PIONIR 153,,1.00
MARMELADA KAJSIJA 700gr 6/1#,PIONIR 154,MARMELADA KAJSIJA 700gr 6/1#,208.00,PIONIR 154,,0.00
MENTOL STRONG 1kg X10-PIONIR,PIONIR 17,MENTOL STRONG 1kg X10-PIONIR,340.00,PIONIR 17,,0.50
COKO O KLOK 300g 8/1#,PIONIR 172,COKO O KLOK 300g 8/1#,160.00,PIONIR 172,,2.00
MEDENO SRCE 1kg X 6-PIONIR,PIONIR 19,MEDENO SRCE 1kg X 6-PIONIR,510.00,PIONIR 19,,0.48
KESTEN DEZERT 30gr X 24kom x 12 -PIONIR,PIONIR 24,KESTEN DEZERT 30gr X 24kom x 12 -PIONIR,23.00,PIONIR 24,,23.00
MUSLI KEKS 2kg-PIRAMIDA,PIRAMIDA 01,MUSLI KEKS 2kg-PIRAMIDA,460.00,PIRAMIDA 01,,jan.49
TROPIK 2kg-PIRAMIDA,PIRAMIDA 02,TROPIK 2kg-PIRAMIDA,510.00,PIRAMIDA 02,,jan.63
DIJABET 2kg-PIRAMIDA,PIRAMIDA 05,DIJABET 2kg-PIRAMIDA,550.00,PIRAMIDA 05,,jan.73
POSNI MUSLI INTEGRAL 2kg-PIRAMIDA,PIRAMIDA 06,POSNI MUSLI INTEGRAL 2kg-PIRAMIDA,430.00,PIRAMIDA 06,,jan.82
BETI BISKVIT 2kg-PIRAMIDA,PIRAMIDA 08,BETI BISKVIT 2kg-PIRAMIDA,490.00,PIRAMIDA 08,,jan.50
MUSLI BRUSNICA 1kg-PIRAMIDA,PIRAMIDA 10,MUSLI BRUSNICA 1kg-PIRAMIDA,830.00,PIRAMIDA 10,,jan.35
RAZ BISKVIT 2kg PIRAMIDA,PIRAMIDA 13,RAZ BISKVIT 2kg PIRAMIDA,460.00,PIRAMIDA 13,,jan.37
SLJIVA BEZ KOSTICE 200g X 25kom-PLEMIC,PLEMIC 02,SLJIVA BEZ KOSTICE 200g X 25kom-PLEMIC,95.00,PLEMIC 02,,2.00
SUVA SLJIVA BEZ KOSTICE 5/1-PLEMIC,PLEMIC 05,SUVA SLJIVA BEZ KOSTICE 5/1-PLEMIC,330.00,PLEMIC 05,,apr.45
KRASTAVAC 0.720 12/1#      - PREHRANA,PRH 001,KRASTAVAC 0.720 12/1#      - PREHRANA,110.00,PRH 001,,4.00
PRINCEZA RF 1.5   - AMORETI,PRI01,PRINCEZA RF 1.5   - AMORETI,340.00,PRI01,,jan.21
PROLOM 6/1,PRO001,PROLOM 6/1,45.00,PRO001,,3.00
GALETE PIRINAC 12/1  Zelena,RACIO 001,GALETE PIRINAC 12/1  Zelena,105.00,RACIO 001,,2.00
GALETE SA KUKURUZOM 12/1 Zuta,RACIO 003,GALETE SA KUKURUZOM 12/1 Zuta,105.00,RACIO 003,,2.00
GALETE SA SOJOM 12/1 C,RACIO 004,GALETE SA SOJOM 12/1 C,105.00,RACIO 004,,2.00
GALETE OD ZITARICA-MIX 12/1 LJ,RACIO 005,GALETE OD ZITARICA-MIX 12/1 LJ,105.00,RACIO 005,,1.00
BONZITA MARELICA 25g 20kom-RAVANICA,RAVANICA 01,BONZITA MARELICA 25g 20kom-RAVANICA,25.00,RAVANICA 01,,20.00
BONZITA S.GROZDJE 25g 20kom-RAVANICA,RAVANICA 02,BONZITA S.GROZDJE 25g 20kom-RAVANICA,25.00,RAVANICA 02,,18.00
BONZITA COKOLADNA 30gr 20kom-RAVANICA,RAVANICA 06,BONZITA COKOLADNA 30gr 20kom-RAVANICA,28.00,RAVANICA 06,,20.00
BONZITA BRUSNICOM 25g 20/1,RAVANICA 31,BONZITA BRUSNICOM 25g 20/1,25.00,RAVANICA 31,,20.00
SO KUHINSKA TUZLANSKA 1/1 16/1,RAZNO 02,SO KUHINSKA TUZLANSKA 1/1 16/1,29.00,RAZNO 02,,13.00
MALTEX 920gr 12/#,RAZNO 14,MALTEX 920gr 12/#,260.00,RAZNO 14,,2.00
MALTEX 460gr 20/#,RAZNO 15,MALTEX 460gr 20/#,178.00,RAZNO 15,,2.00
ZACIN 250gr SUPER POSITIVE 12/1#,RAZNO 50,ZACIN 250gr SUPER POSITIVE 12/1#,35.00,RAZNO 50,,3.00
SUSAMOV TAAN 500gr,RAZNO 53,SUSAMOV TAAN 500gr,445.00,RAZNO 53,,1.00
STONI ZASLADJIVAC 84/1#  SWEETENER,RAZNO 55,STONI ZASLADJIVAC 84/1#  SWEETENER,125.00,RAZNO 55,,1.00
KAKAO MRVICE 20g 30/1-VUJOVIC,RAZNO 61,KAKAO MRVICE 20g 30/1-VUJOVIC,36.00,RAZNO 61,,30.00
UKRASNE SARENE MRVICE 20g 30/1-VUJOVIC,RAZNO 62,UKRASNE SARENE MRVICE 20g 30/1-VUJOVIC,36.00,RAZNO 62,,29.00
MUSKAT ORAH RENDE 10g 25/1-VUJOVIC,RAZNO 65,MUSKAT ORAH RENDE 10g 25/1-VUJOVIC,65.00,RAZNO 65,,23.00
URMA 200g 24/1,RAZNO 67,URMA 200g 24/1,55.00,RAZNO 67,,3.00
PIRINCANO MLEKO 400 gr ZAJIC,REPRO 001,PIRINCANO MLEKO 400 gr ZAJIC,329.00,REPRO 001,,1.00
SOJINO MLEKO x 10  ZAJIC,REPRO 002,SOJINO MLEKO x 10  ZAJIC,305.00,REPRO 002,,3.00
SOJINO MLEKO PLUS x 10 ZAJIC,REPRO 003,SOJINO MLEKO PLUS x 10 ZAJIC,329.00,REPRO 003,,2.00
GOLD KORNFLEKS  5/1,REPRO 007,GOLD KORNFLEKS  5/1,130.00,REPRO 007,,feb.13
HELJDINO MLEKO  400gr 10/1# ZAJIC,REPRO 009,HELJDINO MLEKO  400gr 10/1# ZAJIC,329.00,REPRO 009,,2.00
